OBJECTID,Shape,ID,AGENCY_NAM,PROGRAM_TY,AGENCY_TEL,CBO_SERVIC,SP_EIN,CBO_SP_TEL,SCHOOL_ID,SITE_NAME,SITE_BUILD,SITE_STREE,SITE_BOROU,SITE_ZIP,SETTING,ESTIMATED_,SUMMER,SCHOOL_YEA,WEEKENDS,EVENINGS,ELEMENTARY,MIDDLE_SCH,HIGH_SCHOO,WEEKLY_HOU,ENROLLMENT,ACADEMICS,SPORTS_PHY,ARTS_CULTU,NAME,ADDRESS1,ADDRESS2
329,"(40.614935262000074, -73.98709753599991)",DOE_DYCD463,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,20K205,PS 205,6701,20 Avenue,Brooklyn,11204,School,300,No,Yes,No,No,Yes,No,No,Full-time,300,yes,yes,yes,Virtual Y - YMCA of Greater NY,6701 20 Avenue,"Brooklyn, NY 11204"
330,"(40.68592016700006, -73.75701252699992)",DOE_DYCD496,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,29Q015,PS 15,121-15,Lucas Street,Queens,11413,School,40,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,121-15 Lucas Street,"Queens, NY 11413"
331,"(40.778348932000085, -73.84295396199991)",DOE_DYCD487,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,25Q029,PS 29,125-10,23rd Avenue,Queens,11356,School,50,No,Yes,No,No,Yes,No,No,Full-time,50,yes,yes,yes,Virtual Y - YMCA of Greater NY,125-10 23rd Avenue,"Queens, NY 11356"
332,"(40.67691933900005, -73.95985673799993)",DYCD203,DYCD,OST,800-246-4646,Friends of Crown Heights Educational Center, ,718-638-8686,17K022,PS 22,443,St. Marks Avenue,Brooklyn,11238,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Friends of Crown Heights Educational Center,443 St. Marks Avenue,"Brooklyn, NY 11238"
333,"(40.66394357200005, -73.93608827799994)",DYCD204,DYCD,OST,800-246-4646,Friends of Crown Heights Educational Center, ,718-638-8686,17K221,Touissant L'Ouverture School,791,Empire Boulevard,Brooklyn,11213,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Friends of Crown Heights Educational Center,791 Empire Boulevard,"Brooklyn, NY 11213"
334,"(40.751642179000044, -73.9368170219999)",DYCD206,DYCD,OST,800-246-4646,"Global Kids, Inc.", ,212-226-0130,30Q555,Academy of American Studies HS,28-01,41st Avenue,Queens,11101,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Global Kids,28-01 41st Avenue,"Queens, NY 11101"
335,"(40.64044165200005, -73.89851052199992)",DYCD207,DYCD,OST,800-246-4646,"Global Kids, Inc.", ,212-226-0130,18K500,Canarsie High School,1600,Rockaway Parkway,Brooklyn,11236,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Global Kids,1600 Rockaway Parkway,"Brooklyn, NY 11236"
336,"(40.65922634700007, -73.94308366799993)",DYCD208,DYCD,OST,800-246-4646,"Global Kids, Inc.", ,212-226-0130,17K546,High School for Public Service,600,Kingston Avenue,Brooklyn,11203,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Global Kids,600 Kingston Avenue,"Brooklyn, NY 11203"
337,"(40.74387533300006, -73.9351470499999)",DYCD209,DYCD,OST,800-246-4646,"Global Kids, Inc.", ,212-226-0130,30Q530,International High School,31-10,Thompson Avenue,Queens,11101,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Global Kids,31-10 Thompson Avenue,"Queens, NY 11101"
338,"(40.593684850000045, -73.98613135399995)",DYCD210,DYCD,OST,800-246-4646,"Global Kids, Inc.", ,212-226-0130,21K400,Lafayette High School,2630,Benson Avenue,Brooklyn,11214,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Global Kids,2630 Benson Avenue,"Brooklyn, NY 11214"
339,"(40.76560337900008, -73.93310750699993)",DYCD211,DYCD,OST,800-246-4646,"Global Kids, Inc.", ,212-226-0130,30Q450,Long Island City HS,14-30,Broadway,Queens,11106,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Global Kids,14-30 Broadway,"Queens, NY 11106"
340,"(40.66993417800006, -73.9612363139999)",DYCD212,DYCD,OST,800-246-4646,"Global Kids, Inc.", ,212-226-0130,17K528,High School for Global Citizenship,883,Classon Avenue,Brooklyn,11225,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Global Kids,883 Classon Avenue,"Brooklyn, NY 11225"
341,"(40.654186881000044, -74.00531935799995)",DYCD370,DYCD,OST,800-246-4646,St. Francis Xavier Parish, ,718-857-4046,75K371,Special Education School,355,37th Street,Brooklyn,11232,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - St. Francis Xavier Parish,355 37th Street,"Brooklyn, NY 11232"
342,"(40.59455979100005, -73.99386126499991)",DYCD379,DYCD,OST,800-246-4646,St. Rosalia-Regina Pacis Neighborhood Improvement, ,718-236-5266,21K281,Joseph B. Cavallaro School,8787,24th Avenue,Brooklyn,11214,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - St. Rosalia-Regina Pacis Neighborhood Improvement,8787 24th Avenue,"Brooklyn, NY 11214"
343,"(40.62183802000004, -73.9955349789999)",DYCD380,DYCD,OST,800-246-4646,St. Rosalia-Regina Pacis Neighborhood Improvement, ,718-236-5266,20K227,Edward B. Shallow School,6500,16th Avenue,Brooklyn,11204,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - St. Rosalia-Regina Pacis Neighborhood Improvement,6500 16th Avenue,"Brooklyn, NY 11204"
344,"(40.611096984000085, -73.99456280499993)",DYCD381,DYCD,OST,800-246-4646,St. Rosalia-Regina Pacis Neighborhood Improvement, ,718-236-5266,20K186,Dr. Irving A. Gladstone Elementary School,7601,19th Avenue,Brooklyn,11214,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - St. Rosalia-Regina Pacis Neighborhood Improvement,7601 19th Avenue,"Brooklyn, NY 11214"
345,"(40.61059750600003, -74.01331464099991)",DYCD382,DYCD,OST,800-246-4646,St. Rosalia-Regina Pacis Neighborhood Improvement, ,718-236-5266,20K229,Dyker Elementary School,1400,Benson Avenue,Brooklyn,11228,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - St. Rosalia-Regina Pacis Neighborhood Improvement,1400 Benson Avenue,"Brooklyn, NY 11228"
346,"(40.88149541200005, -73.88075089999995)",DOE_DYCD532,DYCD,WIA InSchool Youth,718-882-4000,Mosholu-Montefiore Community Center,133622107,718-882-4000, ,Mosholu-Montefiore Comm. Ctr.,3450,Dekalb Avenue,Bronx,10467,CBO,83,Yes,Yes,No,No,No,No,Yes,Full-time,83,Yes,Yes,Yes,WIA InSchool Youth - Mosholu-Montefiore Comm. Center,3450 Dekalb Avenue,"Bronx, NY 10467"
347,"(40.63370593800005, -73.91765101499993)",DYCD213,DYCD,OST,800-246-4646,"Global Kids, Inc.", ,212-226-0130,18K515,South Shore HS,6565,Flatlands Avenue,Brooklyn,11236,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Global Kids,6565 Flatlands Avenue,"Brooklyn, NY 11236"
348,"(40.63469655000006, -74.13453090999991)",DYCD644,DYCD,OST,800-246-4646,"Catholic Charities Community Service, Archdiocese of N Y", ,(718) 448-4949, ,Catholic Youth Organization of the Archdiocese,120,Anderson Avenue,Staten Island,10302,center,20,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,20,yes,yes,yes,"OST - Catholic Charities Comm. Service, Archdiocese of NY",120 Anderson Avenue,"Staten Island, NY 10302"
349,"(40.75758740800006, -73.91076860899994)",DYCD214,DYCD,OST,800-246-4646,"Global Kids, Inc.", ,212-226-0130,30Q445,William C. Bryant HS,48-10,31st Avenue,Queens,11103,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Global Kids,48-10 31st Avenue,"Queens, NY 11103"
350,"(40.73511787000007, -73.98688854399995)",DYCD394,DYCD,OST,800-246-4646,Union Square Partnership, ,212-460-8418,02M460,Washington Irving High School,40,Irving Place,Manhattan,10003,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Union Square Partnership,40 Irving Place,"Manhattan, NY 10003"
351,"(40.81328636600006, -73.92056253999993)",DYCD421,DYCD,OST,800-246-4646,"Young Athletes, Inc.", ,212-591-0636,07X223,MS 223,360,East 145th Street,Bronx,10454,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Young Athletes,360 East 145th Street,"Bronx, NY 10454"
352,"(40.71126391000007, -74.00163169099994)",DYCD422,DYCD,OST,800-246-4646,YWCA of the City of New York (Main Branch), ,212-755-4500,02M520,Murry Bergtraum School,411,Pearl Street,Manhattan,10038,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - YWCA of the City of NY,411 Pearl Street,"Manhattan, NY 10038"
353,"(40.66490938800007, -73.88675694499995)",DYCD68,DYCD,OST,800-246-4646,"United Community Day Care Center, Inc", ,718-385-1201, ,United Comm. Day Care Ctr.,613,New Lots Avenue,Brooklyn,11207,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - United Comm. Day Care Center,613 New Lots Avenue,"Brooklyn, NY 11207"
354,"(40.86022101800006, -73.92954048399992)",DYCD75,DYCD,OST,800-246-4646,YM-YWHA of Washington Heights Inwood, ,212-569-5271, ,YM-YWHA of Washington Heights Inwood,54,Nagle Avenue,Manhattan,10040,center,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - YM-YWHA of Washington Heights Inwood,54 Nagle Avenue,"Manhattan, NY 10040"
355,"(40.88443810200005, -73.84285936899994)",DYCD78,DYCD,OST,800-246-4646,Baychester Youth Council, ,718-325-9484, ,Baychester Comm. Ctr.,1220,East 229th Street,Bronx,10466,NYCHA,0,yes,yes,unknown,unknown,no,yes,Yes,Full-time/Part-time,0,yes,yes,yes,OST - Baychester Youth Council,1220 East 229th Street,"Bronx, NY 10466"
356,"(40.56757767700009, -73.88275754499995)",DYCD101,DYCD,OST,800-246-4646,"Rockaway Artist Alliance, Inc.", ,718-474-0861, ,Gateway National Recreation Area, ,State Road and Beach 169th Street (entrance to Ft. Tilden),Queens,11695,Parks,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Rockaway Artist Alliance,State Rd &  Beach 169th St (entrance to Ft Tilden),"Queens, NY 11694"
357,"(40.78630085900005, -73.94758854699995)",DYCD85,DYCD,OST,800-246-4646,Union Settlement Association, ,212-828-6000, ,Washington Houses Comm. Ctr.,1775,3rd Avenue,Manhattan,10029,NYCHA,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Union Settlement Association,1775 3rd Avenue,"Manhattan, NY 10029"
358,"(40.60700500100006, -74.0165318519999)",DYCD86,DYCD,OST,800-246-4646,"68th Precinct Youth Council, Inc.", ,718-680-6179, ,Ben Vitale Field, ,Bay 8th Street & 14th Avenue,Brooklyn,11209,Parks,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - 68th Precinct Youth Council,Bay 8th Street & 14th Avenue,"Brooklyn, NY 11209"
359,"(40.887985222000054, -73.91395615399995)",DYCD315,DYCD,OST,800-246-4646,"Riverdale Community Center, Inc.", ,718-796-4724,10X141,Riverdale Comm. Ctr.,660,West 237th Street,Bronx,10463,school,0,no,yes,unknown,unknown,no,yes,yes,Full-time/Part-time,0,yes,yes,yes,OST - Riverdale Comm. Center,660 West 237th Street,"Bronx, NY 10463"
360,"(40.67861884300004, -73.79540874499992)",DYCD317,DYCD,OST,800-246-4646,"Safe Space NYC, Inc.", ,212-226-3536,27Q123,PS 123,145-01,119th Avenue,Queens,11436,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Safe Space NYC,145-01 119th Avenue,"Queens, NY 11436"
361,"(40.59973224300006, -73.75841482899995)",DYCD318,DYCD,OST,800-246-4646,"Safe Space NYC, Inc.", ,212-226-3536,27Q215,Lucretia Mott ES,535,Briar Place,Queens,11691,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Safe Space NYC,535 Briar Place,"Queens, NY 11691"
362,"(40.667871441000045, -73.89308764499992)",DYCD474,DYCD,OST,800-246-4646,"Groundwork Inc,", ,718-346-2200, ,Groundwork,692,Blake Avenue,Brooklyn,11207,center,40,no,yes,unknown,unknown,no,no,yes,Part-time,40,no,no,no,"OST - Groundwork Inc,",692 Blake Avenue,"Brooklyn, NY 11207"
363,"(40.84202048900005, -73.94102074199992)",DYCD475,DYCD,OST,800-246-4646,"Growth and Development Services, Inc", ,212-740-7040, ,Growth and Dev. Services,216,Ft. Washington Avenue,Manhattan,10032,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Growth and Dev. Services,216 Ft. Washington Avenue,"Manhattan, NY 10032"
364,"(40.808748663000074, -73.94894080199992)",DYCD478,DYCD,OST,800-246-4646,"Harlem Educational Activities Fund, Inc.", ,212-663-9732, ,Harlem Educational Activities Fund,2090,7th Avenue,Manhattan,10027,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Harlem Educational Activities Fund,2090 7th Avenue,"Manhattan, NY 10027"
365,"(40.65790886500008, -73.76944620599994)",DYCD481,DYCD,OST,800-246-4646,Homes for the Homeless, ,212-529-5252, ,Saratoga Family Inn,175-15,Rockaway Boulevard,Queens,11434,center,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Homes for the Homeless,175-15 Rockaway Boulevard,"Queens, NY 11434"
366,"(40.678927729000065, -73.96421495699991)",DYCD482,DYCD,OST,800-246-4646,Hope City Empowerment Center, ,718-857-5698, ,Hope City Empowerment Ctr.,650-656,Washington Avenue,Brooklyn,11238,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Hope City Empowerment Center,650-656 Washington Avenue,"Brooklyn, NY 11238"
367,"(40.81590385000004, -73.91955118699991)",DYCD483,DYCD,OST,800-246-4646,Inwood House, ,212-861-4400, ,Inwood House Teen Family Services Ctr.,522,Courtland Avenue,Bronx,10455,center,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Inwood House,522 Courtland Avenue,"Bronx, NY 10455"
368,"(40.77476340700008, -73.98694858099992)",DYCD489,DYCD,OST,800-246-4646,"Lincoln Square Neighborhood Center, Inc.", ,212-874-0860, ,Lincoln Square Neighborhood Ctr.,250,West 65th Street,Manhattan,10023,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Lincoln Square Neighborhood Center,250 West 65th Street,"Manhattan, NY 10023"
369,"(40.688503498000046, -73.78584131299993)",DYCD494,DYCD,OST,800-246-4646,National Council for Negro Women of Greater New York, ,718-657-8585, ,National Council for Negro Women of Greater NY,114-02,Guy R. Brewer Boulevard,Queens,11434,center,0,no,yes,unknown,unknown,no,yes,yes,Full-time/Part-time,0,yes,yes,yes,OST - National Council for Negro Women of Greater NY,114-02 Guy R. Brewer Boulevard,"Queens, NY 11434"
370,"(40.81495221700004, -73.88922338999993)",DYCD693,DYCD,OST,800-246-4646,New York Association for New Americans, ,212-898-4136, ,Hunts Point Recreaction Center,765,Manida Street,Bronx,10474,Park,75,No,Yes,unknown,unknown,No,Yes,Yes,Part-time,75,No,No,No,OST - NY Association for New Americans,765 Manida Street,"Bronx, NY 10474"
371,"(40.79372030600007, -73.94861886199993)",DYCD182,DYCD,OST,800-246-4646,"East Harlem Tutorial Program, Inc.", ,212-831-0650,04M555,Central Park East Secondary School,1573,Madison Avenue,Manhattan,10029,school,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - East Harlem Tutorial Program,1573 Madison Avenue,"Manhattan, NY 10029"
372,"(40.781251345000044, -73.94513221199992)",NYCHA154,NYCHA,NYCHA (HUD),212-306-3324,Stanley M. Isaacs Neighborhood Center,132572034,(212) 360-7620, ,Stanley M. Isaacs Neighborhood Comm. Ctr.,415,East 93rd Street,Manhattan,10128,NYCHA Community Center,525,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,525,Yes,Yes,Yes,Stanley M. Isaacs Neighborhood Comm. Ctr.,415 East 93rd Street,"Manhattan, NY 10128"
373,"(40.78606774900004, -73.94818599999991)",NYCHA158,NYCHA,NYCHA (HUD),212-306-3324,Union Settlement Association, ,(212) 828-6125, ,Washington/Lexington Comm. Ctr.,1761,Third Avenue,Manhattan,10029,NYCHA Community Center,4096,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,4096,Yes,Yes,Yes,Washington/Lexington Comm. Ctr.,1761 Third Avenue,"Manhattan, NY 10029"
374,"(40.78630085900005, -73.94758854699995)",NYCHA157,NYCHA,NYCHA (HUD),212-306-3324,Union Settlement Association, ,(212) 828-6125, ,Washington Comm. Ctr.,1775,Third Avenue,Manhattan,10029,NYCHA Community Center,4142,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,4142,Yes,Yes,Yes,Washington Comm. Ctr.,1775 Third Avenue,"Manhattan, NY 10029"
375,"(40.69123787600006, -73.76384734599992)",DYCD132,DYCD,OST,800-246-4646,Charosa Foundation Corporation,112714267,718-723-0218,29Q036,PS 36 - St. Albans Elementary School,187-01,Foch Boulevard,Queens,11412,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Charosa Foundation,187-01 Foch Boulevard,"Queens, NY 11412"
376,"(40.722227701000065, -73.98956923299994)",NYCHA159,NYCHA,NYCHA (HUD),212-306-3324,University Settlement Society of NY,135562374,(212) 674-9120, ,University Settlement Comm. Ctr.,189,Allen Street,Manhattan,10002,NYCHA Community Center,125,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,125,Yes,Yes,Yes,University Settlement Comm. Ctr.,189 Allen Street,"Manhattan, NY 10002"
377,"(40.81543817600004, -73.91395683999991)",DYCD436,DYCD,OST,800-246-4646,"Bronx Council On The Arts, Inc.", ,718-931-9500, ,Horizon Detention Ctr.,560,Brook Avenue,Bronx,10455,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,OST - Bronx Council On The Arts,560 Brook Avenue,"Bronx, NY 10455"
378,"(40.72032129000007, -73.99110948399994)",NYCHA160,NYCHA,NYCHA (HUD),212-306-3324,"University Settlement, Inc.",135562374,(212) 674-9120, ,University Settlement Afterschool Program,175,Eldridge St,Manhattan,10002,NYCHA Community Center,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,0,Yes,Yes,Yes,University Settlement Afterschool Program,175 Eldridge St,"Manhattan, NY 10002"
379,"(40.75588831200008, -73.92640287599994)",DYCD565,DYCD,OST,800-246-4646,Brooklyn Center For Urban Environment, ,718-788-8500, ,Arrow Community Center,35-30,35th Street,Queens,11303,Parks,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Brooklyn Center For Urban Environment,35-30 35th Street,"Queens, NY 11106"
380,"(40.620874617000084, -73.91317395099992)",DYCD110,DYCD,OST,800-246-4646,Bergen Basin Community Development Corp., ,718-444-0101,22K078,IS 78 - Roy H. Mann School,1420,East 68th Street,Brooklyn,11234,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Bergen Basin Comm. Dev. Corp.,1420 East 68th Street,"Brooklyn, NY 11234"
381,"(40.80554374800005, -73.91341645699993)",DYCD437,DYCD,OST,800-246-4646,"Bronx Council On The Arts, Inc.", ,718-931-9500, ,Jackson Avenue Family Residence,691,East 138th Street,Bronx,10454,center,0,no,yes,unknown,unknown,no,yes,yes,Part-time,0,yes,yes,yes,OST - Bronx Council On The Arts,691 East 138th Street,"Bronx, NY 10454"
382,"(40.81454581100007, -73.89030285799993)",DYCD434,DYCD,OST,800-246-4646,"Bronx Council On The Arts, Inc.", ,718-931-9500, ,Bridges Juvenile Detention Ctr.,1221,Spofford Avenue,Bronx,10474,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,OST - Bronx Council On The Arts,1221 Spofford Avenue,"Bronx, NY 10474"
383,"(40.80191337500008, -73.91276127399993)",DYCD439,DYCD,OST,800-246-4646,"Bronx Council On The Arts, Inc.", ,718-931-9500, ,Willow Avenue Family Residence,160,Willow Avenue,Bronx,10454,center,0,no,yes,unknown,unknown,no,yes,yes,Part-time,0,yes,yes,yes,OST - Bronx Council On The Arts,160 Willow Avenue,"Bronx, NY 10454"
384,"(40.66556507100006, -73.8976258909999)",DYCD127,DYCD,OST,800-246-4646,Brooklyn Bureau of Community Services,111630780,718-310-5608,19K174,PS 174 - Dumont ES,574,Dumont Avenue,Brooklyn,11207,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Brooklyn Bureau of Comm. Services,574 Dumont Avenue,"Brooklyn, NY 11207"
385,"(40.59723672500007, -73.94852389699992)",DYCD129,DYCD,OST,800-246-4646,Brooklyn Chinese American Association,113065859,718-438-9312,22K206,PS 206 - Joseph F. Lamb ES,2200,Gravesend Neck Road,Brooklyn,11229,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Brooklyn Chinese American Association,2200 Gravesend Neck Road,"Brooklyn, NY 11229"
386,"(40.67442096100007, -73.94396048699991)",DYCD441,DYCD,OST,800-246-4646,Brooklyn Childrens Museum, ,718-735-4499, ,Brooklyn Childrens Museum,145,Brooklyn Avenue,Brooklyn,11213,center,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Brooklyn Childrens Museum,145 Brooklyn Avenue,"Brooklyn, NY 11213"
387,"(40.689660992000086, -73.90399796999992)",DYCD442,DYCD,OST,800-246-4646,Bushwick Community Action Asso-Audrey Johnson Day Care Ctr, ,718-574-0130, ,Bushwick Comm. Action Asso- Audrey Johnson Day Care Ctr,272,Moffat Street,Brooklyn,11207,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Bushwick Comm. Action Asso-Audrey Johnson Day Care Ctr,272 Moffat Street,"Brooklyn, NY 11207"
388,"(40.84723287600008, -73.93382947299995)",DYCD472,DYCD,OST,800-246-4646,Fundacion Dominicana Culturarte de New York, ,212-292-8100, ,Fundacion Dominicana Culturarte de NY,260,Audubon Avenue,Manhattan,10032,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Fundacion Dominicana Culturarte de NY,260 Audubon Avenue,"Manhattan, NY 10033"
389,"(40.79535229700008, -73.94045348499992)",DYCD501,DYCD,OST,800-246-4646,New York Road Runners Foundation, ,212-423-2202, ,Our Lady Queen Of Angels School,232,East 113th Street,Manhattan,10029,center,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - NY Road Runners Foundation,232 East 113th Street,"Manhattan, NY 10029"
390,"(40.671584334000045, -73.89329050899994)",DYCD229,DYCD,OST,800-246-4646,"Groundwork Inc,", ,718-346-2200,19K292,Margaret S. Douglas School,300,Wyona Street,Brooklyn,11207,school,0,yes,yes,unknown,unknown,yes,yes,no,Full-time,0,yes,yes,yes,OST - Groundwork Inc,300 Wyona Street,"Brooklyn, NY 11207"
391,"(40.65373189700006, -73.8939732199999)",DYCD230,DYCD,OST,800-246-4646,"Groundwork Inc,", ,718-346-2200,19K260,Breuckelen Elementary School,875,Williams Avenue,Brooklyn,11207,school,0,no,yes,unknown,unknown,yes,yes,no,Full-time,0,yes,yes,yes,OST - Groundwork Inc,875 Williams Avenue,"Brooklyn, NY 11207"
